index,text,date,year
383," Indian  Railways is Expected to Launch 4 More Vande Bharat Express Trains this Month

• Chennai - Tirunelveli (622 KM)
• Delhi - Chandigarh (243 KM)
• Gwalior - Bhopal (432 KM)
• Lucknow - Prayagraj (200 KM)","Jun 3, 2023",2023
384,"Railway Minister Sri Ashwini Vaishnav is one of the most competent Minister India has ever had & will definitely resolve all issues in Indian  Railways .

I support his continuation in the ministry, request to analyse root cause & bring the best of railways .","Jul 14, 2023",2023
385,"To pretend that have modernised the Indian  Railways , we imitate the Western systems but don’t have the workmanship, commitment to quality and ability to maintain those systems in good working order.
The electrically operated  window blinds of Tajas I am travelling in, don’t work.","Jun 16, 2023",2023
386,"Such a tragedy #CoromandalExpress One of the biggest and worst accident in Indian  railways history 
I would never travel in a train or allow anyone in my family to take a train after such an incident 
Who is responsible for it ?
Never ever I have seen anyone being held","Jun 30, 2023",2023
387,"Off late, You have seen Leftists Toolkits targeting Railways quite often

Criticising Sleeper Class Coaches, Mocking Vade Bharat Trains, Recent Accident & Railway Minister

Reasons

Modi has changed the way Indian  Railways worked ever

1. New Swanky Airport like Railway Stations","Jul 8, 2023",2023
388,"Premium routes on Indian  Railways  Rajdhani Express - Started 50 years ago but runs on only 16 routes Shatabdi Express - Started 35 years ago but runs on only 19 routes Vande Bharat Express - 25 routes in just 4 years

The day is not far when Vande Bharat will connect","Aug 2, 2023",2023
389,"Railway track electrification :

2006-14        4,698 Km
2014-23        37,446 Km

9 times more tracks got electrified in the last 9 years Indian  Railways uses 90% less diesel than it used in 2014.","Jul 12, 2023",2023
390,"Unreliable sources tell me that those who travel by Vande Bharat Express, an umbrella will be provided free of charge by the India Railways .","Jun 3, 2023",2023
391,"Railway Minister Sri Ashwini Vaishnav is one of the most competent Minister India has ever had & will definitely resolve all issues in Indian  Railways .

I support his continuation in the ministry, request to analyse root cause & bring the best of railways .","Jul 14, 2023",2023
392,"Unreliable sources tell me that those who travel by Vande Bharat Express, an umbrella will be provided free of charge by the India Railways .","Jun 3, 2023",2023
393,"Such a tragedy #CoromandalExpress One of the biggest and worst accident in Indian  railways history 
I would never travel in a train or allow anyone in my family to take a train after such an incident 
Who is responsible for it ?
Never ever I have seen anyone being held","Jun 30, 2023",2023
394,"To pretend that have modernised the Indian  Railways , we imitate the Western systems but don’t have the workmanship, commitment to quality and ability to maintain those systems in good working order.
The electrically operated  window blinds of Tajas I am travelling in, don’t work.","Jun 16, 2023",2023
395,"Off late, You have seen Leftists Toolkits targeting Railways quite often

Criticising Sleeper Class Coaches, Mocking Vade Bharat Trains, Recent Accident & Railway Minister

Reasons

Modi has changed the way Indian  Railways worked ever

1. New Swanky Airport like Railway Stations","Jul 8, 2023",2023
396,"Premium routes on Indian  Railways  Rajdhani Express - Started 50 years ago but runs on only 16 routes Shatabdi Express - Started 35 years ago but runs on only 19 routes Vande Bharat Express - 25 routes in just 4 years

The day is not far when Vande Bharat will connect","Aug 2, 2023",2023
397,"Railway track electrification :

2006-14        4,698 Km
2014-23        37,446 Km

9 times more tracks got electrified in the last 9 years Indian  Railways uses 90% less diesel than it used in 2014.","Jul 12, 2023",2023
398," Indian  Railways is Expected to Launch 4 More Vande Bharat Express Trains this Month

• Chennai - Tirunelveli (622 KM)
• Delhi - Chandigarh (243 KM)
• Gwalior - Bhopal (432 KM)
• Lucknow - Prayagraj (200 KM)","Jun 3, 2023",2023
399,"Railway Minister Sri Ashwini Vaishnav is one of the most competent Minister India has ever had & will definitely resolve all issues in Indian  Railways .

I support his continuation in the ministry, request to analyse root cause & bring the best of railways .","Jul 14, 2023",2023
400,"To pretend that have modernised the Indian  Railways , we imitate the Western systems but don’t have the workmanship, commitment to quality and ability to maintain those systems in good working order.
The electrically operated  window blinds of Tajas I am travelling in, don’t work.","Jun 16, 2023",2023
401,"Why did #PMcares take donations from Chinese companies ?
- Even after 20 soldiers of ours were brutally killed by the Chinese , bilateral trade btw I/C grew at 43.3 % (a record high) in 2021 
- Why did Indian  railways place an order of 39000 wheels from a Chinese firm. @AmitShah","Dec 13, 2022",2022
402,"In India, hardly 4 lakh people travel by flights in 1 day.

This is miniscule compared to Indian  Railways . This number may even lower with 160kmph Vande Bharat trains and Greenfield Expressways.

Aviation enthusiasts will not agree with me.","Nov 28, 2022",2022
403,BREAKING : Indian  Railways renames Tipu Express as Wodeyar Express.,"Oct 8, 2022",2022
404,"Indian  Railways has placed an order to procure 39,000 wheels for train coaches from a Chinese firm, the Centre admits in Lok Sabha. China provokes us daily & yet the BJP govt patronises Chinese companies. This is the reality of Aatmanirbhar Bharat under @narendramodi !","Jul 21, 2022",2022
405,"Indian  Railways has placed an order to procure 39,000 wheels for train coaches from a Chinese firm, the Centre admits in Lok Sabha. China provokes us daily & yet the BJP govt patronises Chinese companies. This is the reality of Aatmanirbhar Bharat under @narendramodi !","Jul 21, 2022",2022
406,"Indian  Railways saved just over ₹2500 Crore by withdrawing Senior Citizen Concessions

Women over 58 years used to get 50% and Men over 60 years used to get 40% fare concession before Pandemic

54% Senior Citizens travel in Non-AC, This should be restored for poor & middle class","Dec 9, 2022",2022
407,The first news on returning to work is we won our first tender with Indian  Railways . That marks our entry in domestic market. I always avoided fearing corruption. This time no human connection and clean work. भारत भाग्य विधाता।,"Dec 12, 2022",2022
408,"In India, hardly 4 lakh people travel by flights in 1 day.

This is miniscule compared to Indian  Railways . This number may even lower with 160kmph Vande Bharat trains and Greenfield Expressways.

Aviation enthusiasts will not agree with me.","Nov 28, 2022",2022
409,BREAKING : Indian  Railways renames Tipu Express as Wodeyar Express.,"Oct 8, 2022",2022
410,"Indian  Railways saved just over ₹2500 Crore by withdrawing Senior Citizen Concessions

Women over 58 years used to get 50% and Men over 60 years used to get 40% fare concession before Pandemic

54% Senior Citizens travel in Non-AC, This should be restored for poor & middle class","Dec 9, 2022",2022
411,The first news on returning to work is we won our first tender with Indian  Railways . That marks our entry in domestic market. I always avoided fearing corruption. This time no human connection and clean work. भारत भाग्य विधाता।,"Dec 12, 2022",2022
412,The first news on returning to work is we won our first tender with Indian  Railways . That marks our entry in domestic market. I always avoided fearing corruption. This time no human connection and clean work. भारत भाग्य विधाता।,"Dec 12, 2022",2022
413,"Why did #PMcares take donations from Chinese companies ?
- Even after 20 soldiers of ours were brutally killed by the Chinese , bilateral trade btw I/C grew at 43.3 % (a record high) in 2021 
- Why did Indian  railways place an order of 39000 wheels from a Chinese firm. @AmitShah","Dec 13, 2022",2022
414,"Indian  Railways has placed an order to procure 39,000 wheels for train coaches from a Chinese firm, the Centre admits in Lok Sabha. China provokes us daily & yet the BJP govt patronises Chinese companies. This is the reality of Aatmanirbhar Bharat under @narendramodi !","Jul 21, 2022",2022
415,BREAKING : Indian  Railways renames Tipu Express as Wodeyar Express.,"Oct 8, 2022",2022
416,"In India, hardly 4 lakh people travel by flights in 1 day.

This is miniscule compared to Indian  Railways . This number may even lower with 160kmph Vande Bharat trains and Greenfield Expressways.

Aviation enthusiasts will not agree with me.","Nov 28, 2022",2022
417,The first news on returning to work is we won our first tender with Indian  Railways . That marks our entry in domestic market. I always avoided fearing corruption. This time no human connection and clean work. भारत भाग्य विधाता।,"Dec 12, 2022",2022
418,"Indian  Railways saved just over ₹2500 Crore by withdrawing Senior Citizen Concessions

Women over 58 years used to get 50% and Men over 60 years used to get 40% fare concession before Pandemic

54% Senior Citizens travel in Non-AC, This should be restored for poor & middle class","Dec 9, 2022",2022
419,"Why did #PMcares take donations from Chinese companies ?
- Even after 20 soldiers of ours were brutally killed by the Chinese , bilateral trade btw I/C grew at 43.3 % (a record high) in 2021 
- Why did Indian  railways place an order of 39000 wheels from a Chinese firm. @AmitShah","Dec 13, 2022",2022
420,"Indian  Railways has placed an order to procure 39,000 wheels for train coaches from a Chinese firm, the Centre admits in Lok Sabha. China provokes us daily & yet the BJP govt patronises Chinese companies. This is the reality of Aatmanirbhar Bharat under @narendramodi !","Jul 21, 2022",2022
421,BREAKING : Indian  Railways renames Tipu Express as Wodeyar Express.,"Oct 8, 2022",2022
422,"In India, hardly 4 lakh people travel by flights in 1 day.

This is miniscule compared to Indian  Railways . This number may even lower with 160kmph Vande Bharat trains and Greenfield Expressways.

Aviation enthusiasts will not agree with me.","Nov 28, 2022",2022
423,"Indian  Railways saved just over ₹2500 Crore by withdrawing Senior Citizen Concessions

Women over 58 years used to get 50% and Men over 60 years used to get 40% fare concession before Pandemic

54% Senior Citizens travel in Non-AC, This should be restored for poor & middle class","Dec 9, 2022",2022
424,"Why did #PMcares take donations from Chinese companies ?
- Even after 20 soldiers of ours were brutally killed by the Chinese , bilateral trade btw I/C grew at 43.3 % (a record high) in 2021 
- Why did Indian  railways place an order of 39000 wheels from a Chinese firm. @AmitShah","Dec 13, 2022",2022
